vehicle_uid,selling_price,km_driven,price_category,km_category
CAR_004300,140000,70000,Low,Medium
CAR_004301,999000,49600,High,Medium
CAR_004302,56000,23000,Low,Low
CAR_004303,1050000,30000,Premium,High
CAR_004304,190000,38000,Low,Medium
CAR_004305,3899000,22000,Low,Low
CAR_004306,4461000,40000,Low,Medium
CAR_004307,235000,43100,Low,Medium
CAR_004308,599000,15000,Mid,Low
CAR_004309,4461000,35000,Low,Medium
CAR_004310,350000,10171,Mid,Low
CAR_004311,465000,41123,Mid,Medium
CAR_004312,1900000,60000,Premium,High
CAR_004313,1000000,15000,High,Low
CAR_004314,4461000,10000,Premium,Low
CAR_004315,470000,170000,Mid,Very High
CAR_004316,415000,20000,Mid,Low
CAR_004317,500000,82000,Mid,High
CAR_004318,150000,60000,Low,Medium
CAR_004319,4461000,50000,Low,Medium
CAR_004320,400000,70000,Mid,Medium
CAR_004321,114999,66782,Low,Medium
CAR_004322,75000,130000,Low,High
CAR_004323,500000,120000,Mid,High
CAR_004324,195000,60000,Low,High
CAR_004325,155000,40000,Low,Medium
CAR_004326,65000,90000,Low,High
CAR_004327,65000,150000,Low,High
CAR_004328,190000,60000,Low,Medium
CAR_004329,200000,112198,Low,High
CAR_004330,160000,60000,Low,High
CAR_004331,150000,130000,Low,High
CAR_004332,530000,175000,Mid,High
CAR_004333,750000,120000,High,High
CAR_004334,225000,90000,Low,High
CAR_004335,600000,170000,Mid,Very High
CAR_004336,409999,60000,Mid,High
CAR_004337,409999,80000,Mid,High
CAR_004338,110000,83000,Low,High
CAR_004339,865000,60000,High,High
CAR_004340,4461000,40000,Low,Medium
